estado,municipio,base,escenario,estado_norm,municipio_norm,cambio_detectable,municipio_inegi_norm,municipio_inegi,cve_ent,cve_mun,cvegeo,existe_en_inegi
CHIAPAS,LAS ROSAS,BANAVIM,ALTA_MEDIA,CHIAPAS,LAS ROSAS,False,LAS ROSAS,Las Rosas,07,075,07075,True
CHIAPAS,MAPASTEPEC,BANAVIM,ALTA_MEDIA,CHIAPAS,MAPASTEPEC,False,MAPASTEPEC,Mapastepec,07,051,07051,True
CHIAPAS,MARQUES DE COMILLAS,BANAVIM,ALTA_MEDIA,CHIAPAS,MARQUES DE COMILLAS,False,MARQUES DE COMILLAS,Marqués de Comillas,07,116,07116,True
CHIAPAS,MAZATAN,BANAVIM,ALTA_MEDIA,CHIAPAS,MAZATAN,False,MAZATAN,Mazatán,07,054,07054,True
CHIAPAS,METAPA,BANAVIM,ALTA_MEDIA,CHIAPAS,METAPA,False,METAPA,Metapa,07,055,07055,True
CHIAPAS,MITONTIC,BANAVIM,ALTA_MEDIA,CHIAPAS,MITONTIC,False,MITONTIC,Mitontic,07,056,07056,True
CHIAPAS,MOTOZINTLA,BANAVIM,ALTA_MEDIA,CHIAPAS,MOTOZINTLA,False,MOTOZINTLA,Motozintla,07,057,07057,True
CHIAPAS,OCOSINGO,BANAVIM,ALTA_MEDIA,CHIAPAS,OCOSINGO,False,OCOSINGO,Ocosingo,07,059,07059,True
CHIAPAS,OCOZOCOAUTLA DE ESPINOSA,BANAVIM,ALTA_MEDIA,CHIAPAS,OCOZOCOAUTLA DE ESPINOSA,False,OCOZOCOAUTLA DE ESPINOSA,Ocozocoautla de Espinosa,07,061,07061,True
CHIAPAS,OSUMACINTA,BANAVIM,ALTA_MEDIA,CHIAPAS,OSUMACINTA,False,OSUMACINTA,Osumacinta,07,063,07063,True
CHIAPAS,OXCHUC,BANAVIM,ALTA_MEDIA,CHIAPAS,OXCHUC,False,OXCHUC,Oxchuc,07,064,07064,True
CHIAPAS,PALENQUE,BANAVIM,ALTA_MEDIA,CHIAPAS,PALENQUE,False,PALENQUE,Palenque,07,065,07065,True
CHIAPAS,PANTELHO,BANAVIM,ALTA_MEDIA,CHIAPAS,PANTELHO,False,PANTELHO,Pantelhó,07,066,07066,True
CHIAPAS,PICHUCALCO,BANAVIM,ALTA_MEDIA,CHIAPAS,PICHUCALCO,False,PICHUCALCO,Pichucalco,07,068,07068,True
CHIAPAS,PIJIJIAPAN,BANAVIM,ALTA_MEDIA,CHIAPAS,PIJIJIAPAN,False,PIJIJIAPAN,Pijijiapan,07,069,07069,True
CHIAPAS,REFORMA,BANAVIM,ALTA_MEDIA,CHIAPAS,REFORMA,False,REFORMA,Reforma,07,074,07074,True
CHIAPAS,SABANILLA,BANAVIM,ALTA_MEDIA,CHIAPAS,SABANILLA,False,SABANILLA,Sabanilla,07,076,07076,True
CHIAPAS,SALTO DE AGUA,BANAVIM,ALTA_MEDIA,CHIAPAS,SALTO DE AGUA,False,SALTO DE AGUA,Salto de Agua,07,077,07077,True
CHIAPAS,SAN ANDRES DURAZNAL,BANAVIM,ALTA_MEDIA,CHIAPAS,SAN ANDRES DURAZNAL,False,SAN ANDRES DURAZNAL,San Andrés Duraznal,07,118,07118,True
CHIAPAS,SAN CRISTOBAL DE LAS CASAS,BANAVIM,ALTA_MEDIA,CHIAPAS,SAN CRISTOBAL DE LAS CASAS,False,SAN CRISTOBAL DE LAS CASAS,San Cristóbal de las Casas,07,078,07078,True
CHIAPAS,SAN FERNANDO,BANAVIM,ALTA_MEDIA,CHIAPAS,SAN FERNANDO,False,SAN FERNANDO,San Fernando,07,079,07079,True
CHIAPAS,SAN JUAN CANCUC,BANAVIM,ALTA_MEDIA,CHIAPAS,SAN JUAN CANCUC,False,SAN JUAN CANCUC,San Juan Cancuc,07,112,07112,True
CHIAPAS,SAN LUCAS,BANAVIM,ALTA_MEDIA,CHIAPAS,SAN LUCAS,False,SAN LUCAS,San Lucas,07,110,07110,True
CHIAPAS,SANTIAGO EL PINAR,BANAVIM,ALTA_MEDIA,CHIAPAS,SANTIAGO EL PINAR,False,SANTIAGO EL PINAR,Santiago el Pinar,07,119,07119,True
CHIAPAS,SILTEPEC,BANAVIM,ALTA_MEDIA,CHIAPAS,SILTEPEC,False,SILTEPEC,Siltepec,07,080,07080,True
CHIAPAS,SIMOJOVEL,BANAVIM,ALTA_MEDIA,CHIAPAS,SIMOJOVEL,False,SIMOJOVEL,Simojovel,07,081,07081,True
CHIAPAS,SOCOLTENANGO,BANAVIM,ALTA_MEDIA,CHIAPAS,SOCOLTENANGO,False,SOCOLTENANGO,Socoltenango,07,083,07083,True
CHIAPAS,SOLOSUCHIAPA,BANAVIM,ALTA_MEDIA,CHIAPAS,SOLOSUCHIAPA,False,SOLOSUCHIAPA,Solosuchiapa,07,084,07084,True
CHIAPAS,SOYALO,BANAVIM,ALTA_MEDIA,CHIAPAS,SOYALO,False,SOYALO,Soyaló,07,085,07085,True
CHIAPAS,SUCHIAPA,BANAVIM,ALTA_MEDIA,CHIAPAS,SUCHIAPA,False,SUCHIAPA,Suchiapa,07,086,07086,True
CHIAPAS,SUCHIATE,BANAVIM,ALTA_MEDIA,CHIAPAS,SUCHIATE,False,SUCHIATE,Suchiate,07,087,07087,True
CHIAPAS,SUNUAPA,BANAVIM,ALTA_MEDIA,CHIAPAS,SUNUAPA,False,SUNUAPA,Sunuapa,07,088,07088,True
CHIAPAS,TAPACHULA,BANAVIM,ALTA_MEDIA,CHIAPAS,TAPACHULA,False,TAPACHULA,Tapachula,07,089,07089,True
CHIAPAS,TAPILULA,BANAVIM,ALTA_MEDIA,CHIAPAS,TAPILULA,False,TAPILULA,Tapilula,07,091,07091,True
CHIAPAS,TECPATAN,BANAVIM,ALTA_MEDIA,CHIAPAS,TECPATAN,False,TECPATAN,Tecpatán,07,092,07092,True
CHIAPAS,TENEJAPA,BANAVIM,ALTA_MEDIA,CHIAPAS,TENEJAPA,False,TENEJAPA,Tenejapa,07,093,07093,True
CHIAPAS,TEOPISCA,BANAVIM,ALTA_MEDIA,CHIAPAS,TEOPISCA,False,TEOPISCA,Teopisca,07,094,07094,True
CHIAPAS,TILA,BANAVIM,ALTA_MEDIA,CHIAPAS,TILA,False,TILA,Tila,07,096,07096,True
CHIAPAS,TONALA,BANAVIM,ALTA_MEDIA,CHIAPAS,TONALA,False,TONALA,Tonalá,07,097,07097,True
CHIAPAS,TUMBALA,BANAVIM,ALTA_MEDIA,CHIAPAS,TUMBALA,False,TUMBALA,Tumbalá,07,100,07100,True
CHIAPAS,TUXTLA CHICO,BANAVIM,ALTA_MEDIA,CHIAPAS,TUXTLA CHICO,False,TUXTLA CHICO,Tuxtla Chico,07,102,07102,True
CHIAPAS,TUXTLA GUTIERREZ,BANAVIM,ALTA_MEDIA,CHIAPAS,TUXTLA GUTIERREZ,False,TUXTLA GUTIERREZ,Tuxtla Gutiérrez,07,101,07101,True
CHIAPAS,TUZANTAN,BANAVIM,ALTA_MEDIA,CHIAPAS,TUZANTAN,False,TUZANTAN,Tuzantán,07,103,07103,True
CHIAPAS,TZIMOL,BANAVIM,ALTA_MEDIA,CHIAPAS,TZIMOL,False,TZIMOL,Tzimol,07,104,07104,True
CHIAPAS,UNION JUAREZ,BANAVIM,ALTA_MEDIA,CHIAPAS,UNION JUAREZ,False,UNION JUAREZ,Unión Juárez,07,105,07105,True
CHIAPAS,VENUSTIANO CARRANZA,BANAVIM,ALTA_MEDIA,CHIAPAS,VENUSTIANO CARRANZA,False,VENUSTIANO CARRANZA,Venustiano Carranza,07,106,07106,True
CHIAPAS,VILLA COMALTITLAN,BANAVIM,ALTA_MEDIA,CHIAPAS,VILLA COMALTITLAN,False,VILLA COMALTITLAN,Villa Comaltitlán,07,071,07071,True
CHIAPAS,VILLA CORZO,BANAVIM,ALTA_MEDIA,CHIAPAS,VILLA CORZO,False,VILLA CORZO,Villa Corzo,07,107,07107,True
CHIAPAS,VILLAFLORES,BANAVIM,ALTA_MEDIA,CHIAPAS,VILLAFLORES,False,VILLAFLORES,Villaflores,07,108,07108,True
CHIAPAS,YAJALON,BANAVIM,ALTA_MEDIA,CHIAPAS,YAJALON,False,YAJALON,Yajalón,07,109,07109,True
CHIAPAS,ZINACANTAN,BANAVIM,ALTA_MEDIA,CHIAPAS,ZINACANTAN,False,ZINACANTAN,Zinacantán,07,111,07111,True
CHIHUAHUA,ALDAMA,BANAVIM,ALTA_MEDIA,CHIHUAHUA,ALDAMA,False,ALDAMA,Aldama,08,002,08002,True
CHIHUAHUA,AQUILES SERDAN,BANAVIM,ALTA_MEDIA,CHIHUAHUA,AQUILES SERDAN,False,AQUILES SERDAN,Aquiles Serdán,08,004,08004,True
CHIHUAHUA,BACHINIVA,BANAVIM,ALTA_MEDIA,CHIHUAHUA,BACHINIVA,False,BACHINIVA,Bachíniva,08,006,08006,True
CHIHUAHUA,BOCOYNA,BANAVIM,ALTA_MEDIA,CHIHUAHUA,BOCOYNA,False,BOCOYNA,Bocoyna,08,009,08009,True
CHIHUAHUA,CAMARGO,BANAVIM,ALTA_MEDIA,CHIHUAHUA,CAMARGO,False,CAMARGO,Camargo,08,011,08011,True
CHIHUAHUA,CASAS GRANDES,BANAVIM,ALTA_MEDIA,CHIHUAHUA,CASAS GRANDES,False,CASAS GRANDES,Casas Grandes,08,013,08013,True
CHIHUAHUA,CHIHUAHUA,BANAVIM,ALTA_MEDIA,CHIHUAHUA,CHIHUAHUA,False,CHIHUAHUA,Chihuahua,08,019,08019,True
CHIHUAHUA,CUAUHTEMOC,BANAVIM,ALTA_MEDIA,CHIHUAHUA,CUAUHTEMOC,False,CUAUHTEMOC,Cuauhtémoc,08,017,08017,True
CHIHUAHUA,DELICIAS,BANAVIM,ALTA_MEDIA,CHIHUAHUA,DELICIAS,False,DELICIAS,Delicias,08,021,08021,True
CHIHUAHUA,GOMEZ FARIAS,BANAVIM,ALTA_MEDIA,CHIHUAHUA,GOMEZ FARIAS,False,GOMEZ FARIAS,Gómez Farías,08,025,08025,True
CHIHUAHUA,GUACHOCHI,BANAVIM,ALTA_MEDIA,CHIHUAHUA,GUACHOCHI,False,GUACHOCHI,Guachochi,08,027,08027,True
CHIHUAHUA,HIDALGO DEL PARRAL,BANAVIM,ALTA_MEDIA,CHIHUAHUA,HIDALGO DEL PARRAL,False,HIDALGO DEL PARRAL,Hidalgo del Parral,08,032,08032,True
CHIHUAHUA,JUAREZ,BANAVIM,ALTA_MEDIA,CHIHUAHUA,JUAREZ,False,JUAREZ,Juárez,08,037,08037,True
CHIHUAHUA,LA CRUZ,BANAVIM,ALTA_MEDIA,CHIHUAHUA,LA CRUZ,False,LA CRUZ,La Cruz,08,016,08016,True
CHIHUAHUA,MEOQUI,BANAVIM,ALTA_MEDIA,CHIHUAHUA,MEOQUI,False,MEOQUI,Meoqui,08,045,08045,True
CHIHUAHUA,MORELOS,BANAVIM,ALTA_MEDIA,CHIHUAHUA,MORELOS,False,MORELOS,Morelos,08,046,08046,True
CHIHUAHUA,NUEVO CASAS GRANDES,BANAVIM,ALTA_MEDIA,CHIHUAHUA,NUEVO CASAS GRANDES,False,NUEVO CASAS GRANDES,Nuevo Casas Grandes,08,050,08050,True
CHIHUAHUA,OJINAGA,BANAVIM,ALTA_MEDIA,CHIHUAHUA,OJINAGA,False,OJINAGA,Ojinaga,08,052,08052,True
CHIHUAHUA,ROSALES,BANAVIM,ALTA_MEDIA,CHIHUAHUA,ROSALES,False,ROSALES,Rosales,08,055,08055,True
CHIHUAHUA,SANTA BARBARA,BANAVIM,ALTA_MEDIA,CHIHUAHUA,SANTA BARBARA,False,SANTA BARBARA,Santa Bárbara,08,060,08060,True
CHIHUAHUA,URIQUE,BANAVIM,ALTA_MEDIA,CHIHUAHUA,URIQUE,False,URIQUE,Urique,08,065,08065,True
CHIHUAHUA,URUACHI,BANAVIM,ALTA_MEDIA,CHIHUAHUA,URUACHI,False,URUACHI,Uruachi,08,066,08066,True
COAHUILA,ACUNA,BANAVIM,ALTA_MEDIA,COAHUILA,ACUNA,False,ACUNA,Acuña,05,002,05002,True
COAHUILA,ALLENDE,BANAVIM,ALTA_MEDIA,COAHUILA,ALLENDE,False,ALLENDE,Allende,05,003,05003,True
COAHUILA,ARTEAGA,BANAVIM,ALTA_MEDIA,COAHUILA,ARTEAGA,False,ARTEAGA,Arteaga,05,004,05004,True
COAHUILA,CASTANOS,BANAVIM,ALTA_MEDIA,COAHUILA,CASTANOS,False,CASTANOS,Castaños,05,006,05006,True
COAHUILA,CUATRO CIENEGAS,BANAVIM,ALTA_MEDIA,COAHUILA,CUATRO CIENEGAS,False,CUATRO CIENEGAS,Cuatro Ciénegas,05,007,05007,True
COAHUILA,ESCOBEDO,BANAVIM,ALTA_MEDIA,COAHUILA,ESCOBEDO,False,ESCOBEDO,Escobedo,05,008,05008,True
COAHUILA,FRANCISCO I MADERO,BANAVIM,ALTA_MEDIA,COAHUILA,FRANCISCO I MADERO,False,FRANCISCO I MADERO,Francisco I. Madero,05,009,05009,True
COAHUILA,FRONTERA,BANAVIM,ALTA_MEDIA,COAHUILA,FRONTERA,False,FRONTERA,Frontera,05,010,05010,True
COAHUILA,GENERAL CEPEDA,BANAVIM,ALTA_MEDIA,COAHUILA,GENERAL CEPEDA,False,GENERAL CEPEDA,General Cepeda,05,011,05011,True
COAHUILA,MATAMOROS,BANAVIM,ALTA_MEDIA,COAHUILA,MATAMOROS,False,MATAMOROS,Matamoros,05,017,05017,True
COAHUILA,MONCLOVA,BANAVIM,ALTA_MEDIA,COAHUILA,MONCLOVA,False,MONCLOVA,Monclova,05,018,05018,True
COAHUILA,MUZQUIZ,BANAVIM,ALTA_MEDIA,COAHUILA,MUZQUIZ,False,MUZQUIZ,Múzquiz,05,020,05020,True
COAHUILA,NAVA,BANAVIM,ALTA_MEDIA,COAHUILA,NAVA,False,NAVA,Nava,05,022,05022,True
COAHUILA,PARRAS,BANAVIM,ALTA_MEDIA,COAHUILA,PARRAS,False,PARRAS,Parras,05,024,05024,True
COAHUILA,PIEDRAS NEGRAS,BANAVIM,ALTA_MEDIA,COAHUILA,PIEDRAS NEGRAS,False,PIEDRAS NEGRAS,Piedras Negras,05,025,05025,True
COAHUILA,RAMOS ARIZPE,BANAVIM,ALTA_MEDIA,COAHUILA,RAMOS ARIZPE,False,RAMOS ARIZPE,Ramos Arizpe,05,027,05027,True
COAHUILA,SABINAS,BANAVIM,ALTA_MEDIA,COAHUILA,SABINAS,False,SABINAS,Sabinas,05,028,05028,True
COAHUILA,SALTILLO,BANAVIM,ALTA_MEDIA,COAHUILA,SALTILLO,False,SALTILLO,Saltillo,05,030,05030,True
COAHUILA,SAN BUENAVENTURA,BANAVIM,ALTA_MEDIA,COAHUILA,SAN BUENAVENTURA,False,SAN BUENAVENTURA,San Buenaventura,05,031,05031,True
COAHUILA,SAN JUAN DE SABINAS,BANAVIM,ALTA_MEDIA,COAHUILA,SAN JUAN DE SABINAS,False,SAN JUAN DE SABINAS,San Juan de Sabinas,05,032,05032,True
COAHUILA,SAN PEDRO,BANAVIM,ALTA_MEDIA,COAHUILA,SAN PEDRO,False,SAN PEDRO,San Pedro,05,033,05033,True
COAHUILA,TORREON,BANAVIM,ALTA_MEDIA,COAHUILA,TORREON,False,TORREON,Torreón,05,035,05035,True
COAHUILA,VILLA UNION,BANAVIM,ALTA_MEDIA,COAHUILA,VILLA UNION,False,VILLA UNION,Villa Unión,05,037,05037,True
COAHUILA,ZARAGOZA,BANAVIM,ALTA_MEDIA,COAHUILA,ZARAGOZA,False,ZARAGOZA,Zaragoza,05,038,05038,True
COLIMA,CIUDAD DE ARMERIA,BANAVIM,ALTA_MEDIA,COLIMA,CIUDAD DE ARMERIA,False,,,,,,False
COLIMA,CIUDAD DE VILLA DE ALVAREZ,BANAVIM,ALTA_MEDIA,COLIMA,CIUDAD DE VILLA DE ALVAREZ,False,,,,,,False
COLIMA,COLIMA,BANAVIM,ALTA_MEDIA,COLIMA,COLIMA,False,COLIMA,Colima,06,002,06002,True
COLIMA,COMALA,BANAVIM,ALTA_MEDIA,COLIMA,COMALA,False,COMALA,Comala,06,003,06003,True
COLIMA,COQUIMATLAN,BANAVIM,ALTA_MEDIA,COLIMA,COQUIMATLAN,False,COQUIMATLAN,Coquimatlán,06,004,06004,True
COLIMA,CUAUHTEMOC,BANAVIM,ALTA_MEDIA,COLIMA,CUAUHTEMOC,False,CUAUHTEMOC,Cuauhtémoc,06,005,06005,True
COLIMA,MANZANILLO,BANAVIM,ALTA_MEDIA,COLIMA,MANZANILLO,False,MANZANILLO,Manzanillo,06,007,06007,True
COLIMA,MINATITLAN,BANAVIM,ALTA_MEDIA,COLIMA,MINATITLAN,False,MINATITLAN,Minatitlán,06,008,06008,True
COLIMA,TECOMAN,BANAVIM,ALTA_MEDIA,COLIMA,TECOMAN,False,TECOMAN,Tecomán,06,009,06009,True
DURANGO,CANATLAN,BANAVIM,ALTA_MEDIA,DURANGO,CANATLAN,False,CANATLAN,Canatlán,10,001,10001,True
DURANGO,CUENCAME,BANAVIM,ALTA_MEDIA,DURANGO,CUENCAME,False,CUENCAME,Cuencamé,10,004,10004,True
DURANGO,DURANGO,BANAVIM,ALTA_MEDIA,DURANGO,DURANGO,False,DURANGO,Durango,10,005,10005,True
DURANGO,GOMEZ PALACIO,BANAVIM,ALTA_MEDIA,DURANGO,GOMEZ PALACIO,False,GOMEZ PALACIO,Gómez Palacio,10,007,10007,True
DURANGO,GUADALUPE VICTORIA,BANAVIM,ALTA_MEDIA,DURANGO,GUADALUPE VICTORIA,False,GUADALUPE VICTORIA,Guadalupe Victoria,10,008,10008,True
DURANGO,LERDO,BANAVIM,ALTA_MEDIA,DURANGO,LERDO,False,LERDO,Lerdo,10,012,10012,True
DURANGO,MAPIMI,BANAVIM,ALTA_MEDIA,DURANGO,MAPIMI,False,MAPIMI,Mapimí,10,013,10013,True
DURANGO,PUEBLO NUEVO,BANAVIM,ALTA_MEDIA,DURANGO,PUEBLO NUEVO,False,PUEBLO NUEVO,Pueblo Nuevo,10,023,10023,True
DURANGO,SUCHIL,BANAVIM,ALTA_MEDIA,DURANGO,SUCHIL,False,SUCHIL,Súchil,10,033,10033,True
DURANGO,TAMAZULA,BANAVIM,ALTA_MEDIA,DURANGO,TAMAZULA,False,TAMAZULA,Tamazula,10,034,10034,True
DURANGO,VICENTE GUERRERO,BANAVIM,ALTA_MEDIA,DURANGO,VICENTE GUERRERO,False,VICENTE GUERRERO,Vicente Guerrero,10,038,10038,True
GUANAJUATO,CELAYA,BANAVIM,ALTA_MEDIA,GUANAJUATO,CELAYA,False,CELAYA,Celaya,11,007,11007,True
GUANAJUATO,GUANAJUATO,BANAVIM,ALTA_MEDIA,GUANAJUATO,GUANAJUATO,False,GUANAJUATO,Guanajuato,11,015,11015,True
GUANAJUATO,IRAPUATO,BANAVIM,ALTA_MEDIA,GUANAJUATO,IRAPUATO,False,IRAPUATO,Irapuato,11,017,11017,True
GUANAJUATO,LEON,BANAVIM,ALTA_MEDIA,GUANAJUATO,LEON,False,LEON,León,11,020,11020,True
GUANAJUATO,MANUEL DOBLADO,BANAVIM,ALTA_MEDIA,GUANAJUATO,MANUEL DOBLADO,False,MANUEL DOBLADO,Manuel Doblado,11,008,11008,True
GUANAJUATO,MOROLEON,BANAVIM,ALTA_MEDIA,GUANAJUATO,MOROLEON,False,MOROLEON,Moroleón,11,021,11021,True
GUANAJUATO,SAN FRANCISCO DEL RINCON,BANAVIM,ALTA_MEDIA,GUANAJUATO,SAN FRANCISCO DEL RINCON,False,SAN FRANCISCO DEL RINCON,San Francisco del Rincón,11,031,11031,True
GUANAJUATO,SAN LUIS DE LA PAZ,BANAVIM,ALTA_MEDIA,GUANAJUATO,SAN LUIS DE LA PAZ,False,SAN LUIS DE LA PAZ,San Luis de la Paz,11,033,11033,True
GUANAJUATO,SAN MIGUEL DE ALLENDE,BANAVIM,ALTA_MEDIA,GUANAJUATO,SAN MIGUEL DE ALLENDE,False,SAN MIGUEL DE ALLENDE,San Miguel de Allende,11,003,11003,True
GUERRERO,ACAPULCO DE JUAREZ,BANAVIM,ALTA_MEDIA,GUERRERO,ACAPULCO DE JUAREZ,False,ACAPULCO DE JUAREZ,Acapulco de Juárez,12,001,12001,True
GUERRERO,ALCOZAUCA DE GUERRERO,BANAVIM,ALTA_MEDIA,GUERRERO,ALCOZAUCA DE GUERRERO,False,ALCOZAUCA DE GUERRERO,Alcozauca de Guerrero,12,004,12004,True
GUERRERO,ARCELIA,BANAVIM,ALTA_MEDIA,GUERRERO,ARCELIA,False,ARCELIA,Arcelia,12,007,12007,True
GUERRERO,ATLAMAJALCINGO DEL MONTE,BANAVIM,ALTA_MEDIA,GUERRERO,ATLAMAJALCINGO DEL MONTE,False,ATLAMAJALCINGO DEL MONTE,Atlamajalcingo del Monte,12,009,12009,True
GUERRERO,ATLIXTAC,BANAVIM,ALTA_MEDIA,GUERRERO,ATLIXTAC,False,ATLIXTAC,Atlixtac,12,010,12010,True
GUERRERO,BENITO JUAREZ,BANAVIM,ALTA_MEDIA,GUERRERO,BENITO JUAREZ,False,BENITO JUAREZ,Benito Juárez,12,014,12014,True
GUERRERO,CHILAPA DE ALVAREZ,BANAVIM,ALTA_MEDIA,GUERRERO,CHILAPA DE ALVAREZ,False,CHILAPA DE ALVAREZ,Chilapa de Álvarez,12,028,12028,True
GUERRERO,CHILPANCINGO DE LOS BRAVO,BANAVIM,ALTA_MEDIA,GUERRERO,CHILPANCINGO DE LOS BRAVO,False,CHILPANCINGO DE LOS BRAVO,Chilpancingo de los Bravo,12,029,12029,True
GUERRERO,COCHOAPA EL GRANDE,BANAVIM,ALTA_MEDIA,GUERRERO,COCHOAPA EL GRANDE,False,COCHOAPA EL GRANDE,Cochoapa el Grande,12,078,12078,True
GUERRERO,COPANATOYAC,BANAVIM,ALTA_MEDIA,GUERRERO,COPANATOYAC,False,COPANATOYAC,Copanatoyac,12,020,12020,True
GUERRERO,COYUCA DE CATALAN,BANAVIM,ALTA_MEDIA,GUERRERO,COYUCA DE CATALAN,False,COYUCA DE CATALAN,Coyuca de Catalán,12,022,12022,True
GUERRERO,CUTZAMALA DE PINZON,BANAVIM,ALTA_MEDIA,GUERRERO,CUTZAMALA DE PINZON,False,CUTZAMALA DE PINZON,Cutzamala de Pinzón,12,027,12027,True
GUERRERO,EDUARDO NERI,BANAVIM,ALTA_MEDIA,GUERRERO,EDUARDO NERI,False,EDUARDO NERI,Eduardo Neri,12,075,12075,True
GUERRERO,HUAMUXTITLAN,BANAVIM,ALTA_MEDIA,GUERRERO,HUAMUXTITLAN,False,HUAMUXTITLAN,Huamuxtitlán,12,033,12033,True
GUERRERO,JUAN R ESCUDERO,BANAVIM,ALTA_MEDIA,GUERRERO,JUAN R ESCUDERO,False,JUAN R ESCUDERO,Juan R. Escudero,12,039,12039,True
GUERRERO,LA UNION DE ISIDORO MONTES DE OCA,BANAVIM,ALTA_MEDIA,GUERRERO,LA UNION DE ISIDORO MONTES DE OCA,False,LA UNION DE ISIDORO MONTES DE OCA,La Unión de Isidoro Montes de Oca,12,068,12068,True
GUERRERO,LEONARDO BRAVO,BANAVIM,ALTA_MEDIA,GUERRERO,LEONARDO BRAVO,False,LEONARDO BRAVO,Leonardo Bravo,12,040,12040,True
GUERRERO,MALINALTEPEC,BANAVIM,ALTA_MEDIA,GUERRERO,MALINALTEPEC,False,MALINALTEPEC,Malinaltepec,12,041,12041,True
GUERRERO,MARQUELIA,BANAVIM,ALTA_MEDIA,GUERRERO,MARQUELIA,False,MARQUELIA,Marquelia,12,077,12077,True
GUERRERO,MARTIR DE CUILAPAN,BANAVIM,ALTA_MEDIA,GUERRERO,MARTIR DE CUILAPAN,False,MARTIR DE CUILAPAN,Mártir de Cuilapan,12,042,12042,True
GUERRERO,METLATONOC,BANAVIM,ALTA_MEDIA,GUERRERO,METLATONOC,False,METLATONOC,Metlatónoc,12,043,12043,True
GUERRERO,MOCHITLAN,BANAVIM,ALTA_MEDIA,GUERRERO,MOCHITLAN,False,MOCHITLAN,Mochitlán,12,044,12044,True
GUERRERO,OLINALA,BANAVIM,ALTA_MEDIA,GUERRERO,OLINALA,False,OLINALA,Olinalá,12,045,12045,True
GUERRERO,OMETEPEC,BANAVIM,ALTA_MEDIA,GUERRERO,OMETEPEC,False,OMETEPEC,Ometepec,12,046,12046,True
GUERRERO,PETATLAN,BANAVIM,ALTA_MEDIA,GUERRERO,PETATLAN,False,PETATLAN,Petatlán,12,048,12048,True
GUERRERO,PUNGARABATO,BANAVIM,ALTA_MEDIA,GUERRERO,PUNGARABATO,False,PUNGARABATO,Pungarabato,12,050,12050,True
GUERRERO,TELOLOAPAN,BANAVIM,ALTA_MEDIA,GUERRERO,TELOLOAPAN,False,TELOLOAPAN,Teloloapan,12,058,12058,True
GUERRERO,TIXTLA DE GUERRERO,BANAVIM,ALTA_MEDIA,GUERRERO,TIXTLA DE GUERRERO,False,TIXTLA DE GUERRERO,Tixtla de Guerrero,12,061,12061,True
GUERRERO,TLACOACHISTLAHUACA,BANAVIM,ALTA_MEDIA,GUERRERO,TLACOACHISTLAHUACA,False,TLACOACHISTLAHUACA,Tlacoachistlahuaca,12,062,12062,True
GUERRERO,TLACOAPA,BANAVIM,ALTA_MEDIA,GUERRERO,TLACOAPA,False,TLACOAPA,Tlacoapa,12,063,12063,True
GUERRERO,TLALCHAPA,BANAVIM,ALTA_MEDIA,GUERRERO,TLALCHAPA,False,TLALCHAPA,Tlalchapa,12,064,12064,True
GUERRERO,TLAPA DE COMONFORT,BANAVIM,ALTA_MEDIA,GUERRERO,TLAPA DE COMONFORT,False,TLAPA DE COMONFORT,Tlapa de Comonfort,12,066,12066,True
GUERRERO,TLAPEHUALA,BANAVIM,ALTA_MEDIA,GUERRERO,TLAPEHUALA,False,TLAPEHUALA,Tlapehuala,12,067,12067,True
GUERRERO,XALPATLAHUAC,BANAVIM,ALTA_MEDIA,GUERRERO,XALPATLAHUAC,False,XALPATLAHUAC,Xalpatláhuac,12,069,12069,True
GUERRERO,XOCHIHUEHUETLAN,BANAVIM,ALTA_MEDIA,GUERRERO,XOCHIHUEHUETLAN,False,XOCHIHUEHUETLAN,Xochihuehuetlán,12,070,12070,True
GUERRERO,XOCHISTLAHUACA,BANAVIM,ALTA_MEDIA,GUERRERO,XOCHISTLAHUACA,False,XOCHISTLAHUACA,Xochistlahuaca,12,071,12071,True
GUERRERO,ZIHUATANEJO DE AZUETA,BANAVIM,ALTA_MEDIA,GUERRERO,ZIHUATANEJO DE AZUETA,False,ZIHUATANEJO DE AZUETA,Zihuatanejo de Azueta,12,038,12038,True
HIDALGO,ACATLAN,BANAVIM,ALTA_MEDIA,HIDALGO,ACATLAN,False,ACATLAN,Acatlán,13,001,13001,True
HIDALGO,ACAXOCHITLAN,BANAVIM,ALTA_MEDIA,HIDALGO,ACAXOCHITLAN,False,ACAXOCHITLAN,Acaxochitlán,13,002,13002,True
HIDALGO,ACTOPAN,BANAVIM,ALTA_MEDIA,HIDALGO,ACTOPAN,False,ACTOPAN,Actopan,13,003,13003,True
HIDALGO,AJACUBA,BANAVIM,ALTA_MEDIA,HIDALGO,AJACUBA,False,AJACUBA,Ajacuba,13,005,13005,True
HIDALGO,ALFAJAYUCAN,BANAVIM,ALTA_MEDIA,HIDALGO,ALFAJAYUCAN,False,ALFAJAYUCAN,Alfajayucan,13,006,13006,True
HIDALGO,ALMOLOYA,BANAVIM,ALTA_MEDIA,HIDALGO,ALMOLOYA,False,ALMOLOYA,Almoloya,13,007,13007,True
HIDALGO,APAN,BANAVIM,ALTA_MEDIA,HIDALGO,APAN,False,APAN,Apan,13,008,13008,True
