sim_municipio,sim_vinculo,sim_sexo,score,idx_ine,idx_bv,municipio_ine,estado_ine,sexo_ine,vinculo_grupo_ine,vinculo_victima_ine,municipio_bv,estado_bv,sexo_bv,vinculo_grupo_bv,edad_bv,escolaridad_bv,estado_civil_bv,Portaba Dicha Arma_bv,Droga_Alcohol_bv,año_banavim_bv,fuente_bv
1.0,1,1,3.0,57,521174,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,43.0,Licenciatura,,,1,2021,BANAVIM
1.0,1,1,3.0,57,521175,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,43.0,Licenciatura,,,1,2021,BANAVIM
1.0,1,1,3.0,57,521290,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,39.0,Licenciatura,,,1,2021,BANAVIM
1.0,1,1,3.0,57,521339,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,50.0,Licenciatura,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,521351,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,48.0,Licenciatura,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,521391,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,40.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,521423,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,80.0,Primaria,,,0,2021,BANAVIM
1.0,1,1,3.0,57,521439,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,23.0,Secundaria,,,0,2021,BANAVIM
1.0,1,1,3.0,57,521481,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,24.0,Secundaria,Concubinato,,0,2021,BANAVIM
1.0,1,1,3.0,57,521555,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,45.0,Licenciatura,,,0,2021,BANAVIM
1.0,1,1,3.0,57,521622,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,30.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,521648,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,33.0,Licenciatura,,,0,2021,BANAVIM
1.0,1,1,3.0,57,521705,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,55.0,No identificado,,,1,2021,BANAVIM
1.0,1,1,3.0,57,521706,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,55.0,No identificado,,,1,2021,BANAVIM
1.0,1,1,3.0,57,521718,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,17.0,Secundaria,Concubinato,,0,2021,BANAVIM
1.0,1,1,3.0,57,521799,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,20.0,Primaria,,,0,2021,BANAVIM
1.0,1,1,3.0,57,521844,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,30.0,Ninguna,,,1,2021,BANAVIM
1.0,1,1,3.0,57,521845,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,30.0,Ninguna,,,1,2021,BANAVIM
1.0,1,1,3.0,57,521850,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,36.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,521898,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,31.0,Preparatoria,,,0,2021,BANAVIM
1.0,1,1,3.0,57,521917,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,34.0,Secundaria,,,1,2021,BANAVIM
1.0,1,1,3.0,57,521943,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,38.0,Preparatoria,,,0,2021,BANAVIM
1.0,1,1,3.0,57,521993,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,37.0,Preparatoria,,,0,2021,BANAVIM
1.0,1,1,3.0,57,522024,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,58.0,No identificado,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,57,522104,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,20.0,Ninguna,Soltero,,0,2021,BANAVIM
1.0,1,1,3.0,57,522130,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,58.0,Ninguna,,,1,2021,BANAVIM
1.0,1,1,3.0,57,522228,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,51.0,Ninguna,,,1,2021,BANAVIM
1.0,1,1,3.0,57,522229,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,51.0,Ninguna,,,1,2021,BANAVIM
1.0,1,1,3.0,57,522240,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,20.0,Secundaria,,,1,2021,BANAVIM
1.0,1,1,3.0,57,522241,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,20.0,Secundaria,,,1,2021,BANAVIM
1.0,1,1,3.0,57,522270,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,26.0,Primaria,,,1,2021,BANAVIM
1.0,1,1,3.0,57,522311,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,38.0,No identificado,,SI,0,2021,BANAVIM
1.0,1,1,3.0,57,522318,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,54.0,Licenciatura,,,0,2021,BANAVIM
1.0,1,1,3.0,57,522329,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,23.0,Preparatoria,,SE DESCONOCE,0,2021,BANAVIM
1.0,1,1,3.0,57,522416,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,35.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,522427,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,64.0,Ninguna,,,1,2021,BANAVIM
1.0,1,1,3.0,57,522447,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,27.0,Secundaria,,,0,2021,BANAVIM
1.0,1,1,3.0,57,522479,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,24.0,Licenciatura,,,0,2021,BANAVIM
1.0,1,1,3.0,57,522534,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,45.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,522537,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,30.0,Licenciatura,,,0,2021,BANAVIM
1.0,1,1,3.0,57,522778,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,38.0,Secundaria,,,0,2021,BANAVIM
1.0,1,1,3.0,57,522826,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,44.0,Preparatoria,,,0,2021,BANAVIM
1.0,1,1,3.0,57,522844,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,48.0,Licenciatura,,,0,2021,BANAVIM
1.0,1,1,3.0,57,522853,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,60.0,Primaria,,,1,2021,BANAVIM
1.0,1,1,3.0,57,522858,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,47.0,No identificado,Casado,,0,2021,BANAVIM
1.0,1,1,3.0,57,522898,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,29.0,Secundaria,,,0,2021,BANAVIM
1.0,1,1,3.0,57,522992,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,31.0,Licenciatura,,,0,2021,BANAVIM
1.0,1,1,3.0,57,522993,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,48.0,Preparatoria,,,1,2021,BANAVIM
1.0,1,1,3.0,57,523062,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,33.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,523090,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,52.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,523093,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,38.0,Licenciatura,,,1,2021,BANAVIM
1.0,1,1,3.0,57,523113,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,33.0,Secundaria,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,57,523124,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,21.0,Preparatoria,Casado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523125,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,51.0,Secundaria,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523126,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,21.0,Preparatoria,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523127,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,23.0,Preparatoria,Casado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523130,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,21.0,Preparatoria,Separado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523132,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,22.0,Preparatoria,Soltero,,0,2021,BANAVIM
1.0,1,1,3.0,57,523133,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,33.0,Preparatoria,Concubinato,,0,2021,BANAVIM
1.0,1,1,3.0,57,523138,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,37.0,Preparatoria,Unión libre,,0,2021,BANAVIM
1.0,1,1,3.0,57,523141,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,28.0,Preparatoria,Concubinato,,0,2021,BANAVIM
1.0,1,1,3.0,57,523142,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,38.0,Preparatoria,Casado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523231,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,34.0,Secundaria,Casado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523238,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,40.0,Primaria,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523256,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,40.0,Primaria,Casado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523279,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,15.0,Secundaria,Sociedad de convivencia,,0,2021,BANAVIM
1.0,1,1,3.0,57,523283,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,35.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,523368,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,42.0,Secundaria,Casado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523370,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,62.0,Secundaria,Unión libre,,0,2021,BANAVIM
1.0,1,1,3.0,57,523424,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,38.0,No identificado,Casado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523518,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,58.0,Licenciatura,Casado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523532,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,47.0,Preparatoria,Casado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523568,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,45.0,Secundaria,Casado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523576,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,16.0,No identificado,Soltero,,1,2021,BANAVIM
1.0,1,1,3.0,57,523577,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,16.0,No identificado,Soltero,,1,2021,BANAVIM
1.0,1,1,3.0,57,523607,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,25.0,Preparatoria,Soltero,,0,2021,BANAVIM
1.0,1,1,3.0,57,523704,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,50.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523736,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,20.0,No identificado,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,57,523756,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,34.0,Secundaria,Unión libre,,0,2021,BANAVIM
1.0,1,1,3.0,57,523760,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,40.0,Secundaria,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523769,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,26.0,Secundaria,Unión libre,,0,2021,BANAVIM
1.0,1,1,3.0,57,523778,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,38.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523801,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,38.0,Preparatoria,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,57,523823,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,18.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523836,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,50.0,Preparatoria,No identificado,SI,0,2021,BANAVIM
1.0,1,1,3.0,57,523877,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,60.0,Primaria,Viudo,,0,2021,BANAVIM
1.0,1,1,3.0,57,523886,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,22.0,No identificado,Soltero,,0,2021,BANAVIM
1.0,1,1,3.0,57,523931,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,26.0,No identificado,Concubinato,,0,2021,BANAVIM
1.0,1,1,3.0,57,523955,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,32.0,Secundaria,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523956,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,32.0,Secundaria,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,523959,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,36.0,Licenciatura,Separado,,1,2021,BANAVIM
1.0,1,1,3.0,57,523997,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,25.0,Preparatoria,Unión libre,,0,2021,BANAVIM
1.0,1,1,3.0,57,524009,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,18.0,Primaria,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,524036,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,50.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,524046,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,50.0,Primaria,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,524159,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,42.0,Primaria,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,524231,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,23.0,Preparatoria,Soltero,,1,2021,BANAVIM
1.0,1,1,3.0,57,524240,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,25.0,Secundaria,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,57,524563,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,36.0,Licenciatura,Soltero,,0,2021,BANAVIM
1.0,1,1,3.0,57,524728,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,51.0,,Seleccione,,0,2021,BANAVIM
1.0,1,1,3.0,57,524784,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,30.0,Primaria,No identificado,NO,0,2021,BANAVIM
1.0,1,1,3.0,57,525229,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,31.0,Ninguna,Divorciado,,0,2021,BANAVIM
1.0,1,1,3.0,57,525468,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,22.0,Licenciatura,,,1,2021,BANAVIM
1.0,1,1,3.0,57,525488,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,26.0,Preparatoria,,,0,2021,BANAVIM
1.0,1,1,3.0,57,525652,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,,,Seleccione,,0,2021,BANAVIM
1.0,1,1,3.0,57,525665,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,30.0,Primaria,,,1,2021,BANAVIM
1.0,1,1,3.0,57,525974,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,72.0,Primaria,,,0,2021,BANAVIM
1.0,1,1,3.0,57,525975,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,72.0,Primaria,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,526186,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,35.0,Secundaria,Soltero,,0,2021,BANAVIM
1.0,1,1,3.0,57,526189,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,66.0,Maestría,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,527057,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,24.0,,Seleccione,SI,0,2021,BANAVIM
1.0,1,1,3.0,57,527145,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,19.0,No identificado,Soltero,,1,2021,BANAVIM
1.0,1,1,3.0,57,527146,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,51.0,Licenciatura,,,0,2021,BANAVIM
1.0,1,1,3.0,57,527148,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,45.0,Licenciatura,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,527174,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,30.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,527175,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,40.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,527178,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,38.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,527193,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,29.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,527217,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,42.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,57,527231,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,25.0,Secundaria,Soltero,,1,2021,BANAVIM
1.0,1,1,3.0,57,527232,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,25.0,Secundaria,Soltero,,1,2021,BANAVIM
1.0,1,1,3.0,57,527247,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,43.0,Primaria,Soltero,,0,2021,BANAVIM
1.0,1,1,3.0,57,527393,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,35.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,527394,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,41.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,527405,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,36.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,527407,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,22.0,Licenciatura,,,0,2021,BANAVIM
1.0,1,1,3.0,57,527409,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,37.0,Licenciatura,,,0,2021,BANAVIM
1.0,1,1,3.0,57,527412,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,45.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,527418,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,40.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,527454,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,23.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,527458,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,36.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,527479,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,30.0,No identificado,,SI,0,2021,BANAVIM
1.0,1,1,3.0,57,527504,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,30.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,527521,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,60.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,57,527535,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,33.0,No identificado,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,57,527536,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,33.0,No identificado,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,57,528167,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,28.0,Secundaria,Soltero,,1,2021,BANAVIM
1.0,1,1,3.0,57,528274,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,25.0,Licenciatura,Casado,,0,2021,BANAVIM
1.0,1,1,3.0,57,669432,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,39.0,No identificado,,,1,2022,BANAVIM
1.0,1,1,3.0,57,669433,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,39.0,No identificado,,,1,2022,BANAVIM
1.0,1,1,3.0,57,779807,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,50.0,Licenciatura,,,0,2022,BANAVIM
1.0,1,1,3.0,57,779819,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,36.0,Preparatoria,No identificado,,1,2022,BANAVIM
1.0,1,1,3.0,57,779942,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,40.0,No identificado,,,1,2022,BANAVIM
1.0,1,1,3.0,57,779985,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,40.0,No identificado,,,0,2022,BANAVIM
1.0,1,1,3.0,57,779993,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,45.0,Secundaria,,,0,2022,BANAVIM
1.0,1,1,3.0,57,780027,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,50.0,Secundaria,,,0,2022,BANAVIM
1.0,1,1,3.0,57,780028,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,50.0,Secundaria,,,0,2022,BANAVIM
1.0,1,1,3.0,57,780038,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,66.0,No identificado,,SE DESCONOCE,1,2022,BANAVIM
1.0,1,1,3.0,57,780054,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,28.0,No identificado,,,0,2022,BANAVIM
1.0,1,1,3.0,57,780063,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,38.0,Preparatoria,,,1,2022,BANAVIM
1.0,1,1,3.0,57,780075,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,30.0,No identificado,,SI,0,2022,BANAVIM
1.0,1,1,3.0,57,780077,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,19.0,No identificado,,,0,2022,BANAVIM
1.0,1,1,3.0,57,780078,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,40.0,No identificado,,,0,2022,BANAVIM
1.0,1,1,3.0,57,780104,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,26.0,Secundaria,,,0,2022,BANAVIM
1.0,1,1,3.0,57,780130,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,55.0,No identificado,,,0,2022,BANAVIM
1.0,1,1,3.0,57,780154,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,46.0,Secundaria,,,0,2022,BANAVIM
1.0,1,1,3.0,57,780168,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,40.0,Primaria,Unión libre,,1,2022,BANAVIM
1.0,1,1,3.0,57,780318,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,50.0,,Seleccione,,0,2022,BANAVIM
1.0,1,1,3.0,57,780319,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,55.0,No identificado,,,0,2022,BANAVIM
1.0,1,1,3.0,57,780329,CENTRO,TABASCO,H,OTRO,OTRO,CENTRO,TABASCO,H,OTRO,27.0,No identificado,Casado,,1,2022,BANAVIM
